egid;eingang_koordinaten
451870;47.55791711868127, 7.565563935526943
451874;47.55762801653821, 7.56529797592631
451875;47.55756199454567, 7.565230790470274
451877;47.55873873787683, 7.566143690583248
451879;47.5585793439115, 7.565952596162275
451881;47.55840006351784, 7.5657376330096815
451884;47.55816672902889, 7.565449494473735
451886;47.55998656173997, 7.566981359223371
451892;47.559633776087324, 7.566815902726227
451896;47.55935927770599, 7.566685779159944
451900;47.56087971697974, 7.566753876168644
451902;47.560602025044226, 7.566763840345819
451906;47.560678484589374, 7.566514254201342
451908;47.560462940403845, 7.566523159133749
451911;47.56446114102109, 7.567917581712524
451912;47.564351850240826, 7.567803227165136
451915;47.56396247764281, 7.567313971490197
451922;47.56250480647647, 7.565488324874934
451925;47.563204242366865, 7.567398037843552
451926;47.563074567451196, 7.567262683449883
451927;47.562965257499414, 7.567148771685568
451929;47.5634349733651, 7.567278060757708
451932;47.56310615543037, 7.566933996991346
451934;47.56294476692826, 7.568192488915147
451936;47.56273204557088, 7.567983624870266
451939;47.56249575462436, 7.567722990717827
451940;47.562444055105864, 7.567669383853157
451941;47.562384272037164, 7.567605991317923
451945;47.56316872554209, 7.568146338900658
451949;47.56278497596644, 7.567745932431516
451950;47.56267557695288, 7.567631648026847
451952;47.562455901430525, 7.5673992384414515
451958;47.56159863054468, 7.566506994476981
451961;47.56338753846384, 7.569856517330173
451963;47.562914409056994, 7.569293145106222
451969;47.56216999926282, 7.568463521064429
451970;47.56205437832125, 7.568340212573828
451971;47.56284823666557, 7.5688234806299475
451972;47.562741194974585, 7.568709279326024
451980;47.56324332601989, 7.570413633873958
451982;47.56305244702371, 7.57021131114626
451985;47.562766123278095, 7.569907889566633
451986;47.562668846541484, 7.569804605973726
451988;47.56231596490826, 7.569528198636663
451989;47.56225829255664, 7.569468210901902
451992;47.562020376931486, 7.569215713638165
451999;47.561119627576915, 7.567941403608276
452007;47.560482377998405, 7.567681244753647
452008;47.56041619641717, 7.5676295582046595
452011;47.56365826640001, 7.565663071629463
452015;47.5664649394877, 7.564351112321046
452019;47.567011525352655, 7.563443204512104
452020;47.56697047521999, 7.562889505897849
452021;47.56758739140364, 7.562446789644853
452023;47.56778407840571, 7.5621204070993935
452024;47.56788137144275, 7.561959438375026
452025;47.567999677111125, 7.561812111951577
452026;47.56810602167487, 7.5616555880274126
452028;47.56885474653873, 7.560540776583823
452031;47.56921994791311, 7.559898121573882
452036;47.568982658404344, 7.559360039588879
452038;47.56862764579629, 7.559425483928186
452039;47.56866721100348, 7.559223447334519
452041;47.568311340065044, 7.559292730762505
452044;47.564993966539475, 7.558528104764308
452045;47.56485495644554, 7.558443839204667
452046;47.56449168408177, 7.558196932307825
452048;47.56402964619824, 7.557919791230403
452052;47.56462483367253, 7.557776704442786
452053;47.564678507804025, 7.557582898656488
452054;47.56431203708908, 7.557587133184324
452055;47.5643656298447, 7.5573934477602105
452058;47.5656395640685, 7.559884130391809
452061;47.56577370184803, 7.559383904367146
452068;47.56600979687118, 7.559330313922119
452070;47.565913537078586, 7.560499416390164
452073;47.5661895978476, 7.559834881437395
452075;47.566373861037825, 7.559261371151538
452076;47.56607187145575, 7.560654108278144
452080;47.566503813491444, 7.559597968973232
452085;47.56665326807943, 7.560111628959164
452086;47.56680510844511, 7.559748213048012
452090;47.566579863500024, 7.561168349377032
452093;47.566716833552356, 7.560897590505835
452096;47.56685885786066, 7.560514460376064
452099;47.566966511341235, 7.560308519927452
452102;47.567073605419765, 7.560103946101194
452109;47.566829168572056, 7.561305553552017
452111;47.56692249085472, 7.561122146012276
452113;47.567011307696326, 7.560946660820243
452115;47.567137716586565, 7.5606520219767255
452117;47.567231983096704, 7.560476335084797
452121;47.567418939520934, 7.5601267764011135
452123;47.56698929343339, 7.561620794177297
452124;47.56703498619196, 7.561530842358863
452126;47.56712547967098, 7.561352318228418
452128;47.56721751500201, 7.561169783848962
452129;47.56730241790395, 7.560995963178767
452135;47.56752446923222, 7.560594806050251
452136;47.5675598452907, 7.560530821708886
452140;47.567237308109476, 7.561761533350641
452145;47.567516584033044, 7.561236673567746
452146;47.56756709025969, 7.561153243036184
452153;47.5674403283198, 7.562011841850588
452154;47.56748821133974, 7.561926147044514
452155;47.5675383373238, 7.5618370420467205
452156;47.567587058011526, 7.561750033267485
452157;47.56763595892662, 7.56166262608046
452162;47.56793759645245, 7.561185586421312
452166;47.5686610464379, 7.56022453486244
452168;47.56814436155774, 7.560411863008791
452169;47.568361407641845, 7.560091097096381
452174;47.56692765806616, 7.5620569165818186
452175;47.56680524066205, 7.561916200625952
452177;47.5665809029066, 7.561668012469126
452184;47.56563149439338, 7.5606288657605125
452185;47.565506088336946, 7.560506301447915
452186;47.56511024857774, 7.560169834373665
452189;47.56641320901581, 7.562490593869516
452190;47.566294637375655, 7.562362178965561
452195;47.5653213371676, 7.561427163235998
452196;47.56521405780971, 7.561309768556869
452198;47.56574170793203, 7.561601633592422
452203;47.566605079596755, 7.5639744735999495
452207;47.566206283153726, 7.563561425552442
452208;47.56614338793984, 7.563496311686742
452210;47.56574560125068, 7.563087738045418
452214;47.56523679164079, 7.562427992689937
452222;47.566578158861574, 7.563666609078863
452224;47.56648089141021, 7.563566385890866
452225;47.56643343055052, 7.563517001394993
452237;47.56514163283655, 7.562008358996385
452239;47.56491827568421, 7.561777016484817
452244;47.56479005677346, 7.562969310173228
452251;47.56528148067998, 7.562944873081242
452255;47.56600703747355, 7.564490081634497
452258;47.56573168328529, 7.564183949150068
452260;47.56534360378515, 7.563833505474092
452262;47.565195085249584, 7.563704448717837
452265;47.56486514985051, 7.563445317132254
452267;47.56565935722719, 7.563570858094895
452274;47.56589611039844, 7.563475562589467
452287;47.56189209610126, 7.563154268594344
452293;47.56048052633845, 7.562093379070859
452294;47.56039720614268, 7.562044622940985
452300;47.560571920930556, 7.563521715693568
452305;47.55979065631649, 7.563217204705774
452307;47.5598093087909, 7.563537446754297
452311;47.55952568820819, 7.563498824144467
452313;47.55954814943526, 7.563881295390097
452314;47.561414382630176, 7.563754588167393
452318;47.56248436042333, 7.563783600231913
452319;47.56231519462418, 7.563845190172217
452320;47.56207947214973, 7.563926488415378
452323;47.56164177516646, 7.564085561064056
452324;47.56152476011057, 7.564117029736433
452327;47.56074006899249, 7.564232698920529
452329;47.56016759450608, 7.564313852631841
452331;47.55960277191762, 7.564388126765594
452333;47.55927038139473, 7.564430420478797
452340;47.564552933359906, 7.561230251553666
452349;47.56487466074546, 7.559804315676791
452354;47.56436644383429, 7.562792353021725
452355;47.564414756677806, 7.56261590816016
452358;47.56450107029149, 7.5623097008663285
452360;47.56491120421369, 7.561223857414434
452364;47.56511869345338, 7.56047205218871
452368;47.56532506187502, 7.559364832887486
452369;47.56537359333478, 7.55918933897202
452370;47.5654209696243, 7.5590174432396084
452383;47.564041300178836, 7.560998175595197
452387;47.56424307127821, 7.56026915757809
452388;47.56438839193845, 7.559897000372262
452391;47.56450092751588, 7.559578716203723
452393;47.56465184135474, 7.55903095355085
452397;47.5635569536894, 7.55984236303598
452402;47.56359261455144, 7.558587535796084
452405;47.56390939106147, 7.560454893357966
452407;47.563668430464425, 7.56030946801432
452408;47.56111890877719, 7.563581416618138
452410;47.56106030293833, 7.563062045870859
452411;47.5618397524079, 7.560426621118333
452412;47.56185865590587, 7.560315728391479
452414;47.56861856383027, 7.580682241658461
452414;47.56857967969844, 7.580560264829175
452416;47.56714178107912, 7.581212797233538
452423;47.56764525570871, 7.580764621919416
452425;47.56777303736068, 7.580647143407351
452427;47.568193777340944, 7.580242870603887
452429;47.56834455047155, 7.579966195834534
452430;47.56818977346356, 7.580503269344575
452432;47.56831128210556, 7.580389174319668
452433;47.56837141221068, 7.580331394063412
452435;47.569321344017965, 7.582286945937629
452437;47.56959300291268, 7.582429286855212
452440;47.570083804793484, 7.582758576740651
452441;47.57025042495318, 7.582785193210762
452444;47.568816196955645, 7.582708445320923
452445;47.568945888845825, 7.5827061506154445
452449;47.56772732234142, 7.580166286691071
452453;47.56746522745441, 7.579557726299357
452455;47.5673819883184, 7.579366109563789
452456;47.56734197968526, 7.579273049777177
452458;47.567251469057894, 7.57906243860035
452465;47.56792214537249, 7.580216848610028
452470;47.56766631930458, 7.579623225567007
452473;47.56754588850299, 7.579344535166451
452474;47.567506497678366, 7.57925374910802
452477;47.56738707157691, 7.578976471629551
452479;47.56730700836964, 7.578790578555348
452483;47.56705088755174, 7.578196623016368
452489;47.56742118879501, 7.580134247163038
452493;47.566897615349895, 7.579566687129489
452494;47.566851442291735, 7.579461957715414
452495;47.56676581857778, 7.579263772527851
452496;47.56730067964941, 7.57998062974309
452498;47.56715766524162, 7.5797847620936505
452499;47.56711527961379, 7.579686739447132
452502;47.56699225613779, 7.579402769389013
452508;47.56656510037462, 7.580486503435158
452509;47.56650193354857, 7.580334488234608
452515;47.566519156387436, 7.579963971222441
452518;47.566376814657986, 7.579620858973272
452520;47.56604644657214, 7.579585689855239
452530;47.5675253515837, 7.5781051203384395
452536;47.567383362801245, 7.578507596645624
452538;47.56556961238576, 7.5788595446506
452541;47.56589157476172, 7.5784651682537865
452545;47.56614831164053, 7.577725796376857
452548;47.56643141213742, 7.577803885515415
452557;47.56636321510826, 7.576955214073383
452562;47.56673368194011, 7.5774335771534345
452565;47.56704115577464, 7.577057457645078
452566;47.565885928360196, 7.5789057013502035
452567;47.56594548247007, 7.578832718681875
452568;47.56604016941041, 7.5787194047900055
452575;47.566530805397115, 7.578116862386826
452577;47.56672075205051, 7.577883759124225
452583;47.568255113745636, 7.5797759276652945
452584;47.568216751385485, 7.5796902324402184
452585;47.568163995063806, 7.579570625958194
452587;47.56807214969272, 7.579363529044923
452588;47.56803269399594, 7.579274349853629
452592;47.56784986474125, 7.578860546435445
452593;47.567808506754425, 7.57876740293827
452595;47.5674435108496, 7.577870161525013
452597;47.56733890545181, 7.577688976693734
452599;47.5672696004248, 7.577477240653732
452601;47.56674671385241, 7.576493141086355
452603;47.56662896347839, 7.576284021610398
452612;47.56594981511769, 7.575142026064424
452620;47.56540085067809, 7.577245103118885
452625;47.56577512478015, 7.5767209205383965
452626;47.56582746529655, 7.576647318967448
452629;47.566110499285706, 7.57624961120053
452633;47.56541193773725, 7.577526669122297
452636;47.56548757560181, 7.577420201154115
452641;47.566050952904696, 7.576629478552305
452642;47.566140426340965, 7.576504320389319
452650;47.56568789477328, 7.576020270089772
452651;47.56552542063918, 7.5757322550794495
452662;47.565139124503396, 7.57636472280761
452663;47.56508839598353, 7.576276704387082
452664;47.565461691376804, 7.576601739067564
452670;47.564486511342295, 7.577452083229693
452673;47.56460292973808, 7.5770704751588935
452680;47.56505785532178, 7.575579690509787
452681;47.5650871525214, 7.5754837190244
452682;47.56511625098579, 7.575388424619389
452684;47.56501139813357, 7.576157032681889
452687;47.56613677253713, 7.580540579342938
452688;47.56599746072684, 7.580281126235451
452695;47.564746240003345, 7.577867557490406
452697;47.56459994525537, 7.5777269612464355
452699;47.56862869927776, 7.580837590601241
452701;47.56561565219188, 7.579306788810619
452702;47.56745156123707, 7.58093934490418
452703;47.56430419086546, 7.572520100374172
452706;47.56406940429374, 7.572187807131162
446746;47.532735834614826, 7.584259455469903
446751;47.532284918584864, 7.584009241691127
446752;47.532229239619, 7.58396460256823
446761;47.533365986620055, 7.586267198127351
446764;47.5328123644013, 7.5862311671753435
446768;47.531717966277135, 7.5866315046626
446769;47.53303785501432, 7.584805944688899
446771;47.532483537548885, 7.586106595953369
446774;47.5312829044621, 7.587122431092372
446776;47.53131196521051, 7.586080017455192
446778;47.5314189346408, 7.585126922915671
446784;47.529870629314104, 7.586693741699467
446785;47.52953900771388, 7.586659518674856
446786;47.531029602071726, 7.586174214184651
446789;47.53029688139008, 7.586269237440914
446795;47.532076488471226, 7.587322333498835
446797;47.53081239881684, 7.58728714473972
446800;47.53012193927429, 7.5872763269995
446811;47.5318068766494, 7.588525915128772
446820;47.53052128206515, 7.588868531712349
446822;47.530085335444376, 7.5888183583600854
446823;47.52995360717152, 7.588801149953153
446825;47.53329253680763, 7.587036833459347
446826;47.533135015424634, 7.58703277054496
446828;47.53266266746227, 7.587020277106569
446829;47.532408036692644, 7.587110484621478
446832;47.5312746019541, 7.588493121947007
446833;47.531210440325125, 7.588506912209159
446836;47.53089344666399, 7.588554002268567
446842;47.530081508950055, 7.588500293447746
446849;47.530314753710016, 7.589504407471877
446850;47.53035699653219, 7.5880537747408034
446851;47.53040392592785, 7.58766082098568
446853;47.53235165147217, 7.5881817266470355
446854;47.53240804271529, 7.58842672690539
446857;47.532062024104846, 7.589555421888148
446858;47.53163353849684, 7.589910879406349
446860;47.531304000555764, 7.589955947264556
446861;47.53105249894961, 7.590335164741558
446864;47.53049324798123, 7.58998747415384
446865;47.530355961200854, 7.589984509087542
446868;47.53218984120175, 7.588428784515862
446872;47.531929099226986, 7.589239836390034
446873;47.5318716897438, 7.589283099585399
446875;47.53139811670209, 7.589612535199877
446879;47.53058242115918, 7.589717661656191
446881;47.531979700601255, 7.589973809889243
